source,seriesuid,png,grid,foreground_fraction,foreground_mean,foreground_std,image_p99,z_range,z_std,grad_p95,grad_p99,grad_max,edge_z_std,control_points,control_labels,anchor_labels,control_z_range,qc_badness,qc_bucket,qc_rank_worst
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520.png,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520.npy,0.5860738601196617,0.3297831416130066,0.24159185588359833,1.0,179.31857299804688,26.680810928344727,3.72664747238159,8.97473987579343,24.765361785888672,23.533994674682617,33,25,8,179.31857299804688,0.6204042505476202,high_review,1
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250.png,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250.npy,0.6579542321477805,0.3118078410625458,0.24227997660636902,0.9019607901573181,251.6612091064453,40.36443328857422,2.3846272230148315,3.6054954576492313,5.826852321624756,23.41986846923828,28,20,8,251.6612091064453,0.579644364394082,high_review,2
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.373433682859788429397781158572,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.373433682859788429397781158572/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.373433682859788429397781158572.png,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.373433682859788429397781158572/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.373433682859788429397781158572.npy,0.4052662547808179,0.32789838314056396,0.2144298106431961,0.8509804010391235,203.95762634277344,31.5895938873291,2.6831298112869257,6.024210987091101,12.720418930053711,25.40839958190918,28,20,8,203.9620819091797,0.5771188170327092,high_review,3
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.219254430927834326484477690403,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.219254430927834326484477690403/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.219254430927834326484477690403.png,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.219254430927834326484477690403/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.219254430927834326484477690403.npy,0.360297276398316,0.29916438460350037,0.23976483941078186,0.9803921580314636,226.25027465820312,39.936710357666016,2.622028160095214,4.44112040042877,8.853979110717773,28.570476531982422,33,25,8,226.253173828125,0.5738073509587182,high_review,4
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071.png,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071.npy,0.49287895166031365,0.35797783732414246,0.2325313836336136,1.0,182.18380737304688,32.9145622253418,2.78044056892395,6.474996280670144,54.44489669799805,27.9359130859375,33,25,8,182.18380737304688,0.5599693742328213,high_review,5
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440.png,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440.npy,0.608540925266904,0.30503231287002563,0.23734942078590393,1.0,234.72743225097656,40.19589614868164,3.2944809675216673,4.822897396087643,5.702579498291016,10.750079154968262,23,15,8,234.72743225097656,0.5597883737564086,high_review,6
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085.png,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085.npy,0.7253407940948866,0.28461194038391113,0.22786951065063477,0.8901960849761963,223.85025024414062,26.143442153930664,2.732202708721161,5.92645208835602,9.52410888671875,3.9705543518066406,33,25,8,223.85025024414062,0.5597007671727076,high_review,7
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.246225645401227472829175288633,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.246225645401227472829175288633/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.246225645401227472829175288633.png,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.246225645401227472829175288633/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.246225645401227472829175288633.npy,0.6643173826632014,0.32768702507019043,0.2421541064977646,1.0,243.3377227783203,35.57151794433594,3.037560558319092,4.273614234924316,7.943683624267578,8.349079132080078,28,20,8,243.3377227783203,0.5523248075273302,high_review,8
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.302403227435841351528721627052,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.302403227435841351528721627052/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.302403227435841351528721627052.png,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.302403227435841351528721627052/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.302403227435841351528721627052.npy,0.44636316064887493,0.3478228747844696,0.22116029262542725,0.9058823585510254,212.8340606689453,40.211158752441406,2.355116367340088,4.066957836151123,7.193431377410889,32.4566764831543,33,25,8,212.8340606689453,0.5488581172731187,high_review,9
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295.png,data/luna16_saliency_synthetic_detector_top5_minprob0.5_shepard/1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295.npy,0.5680455813401388,0.39714646339416504,0.22795265913009644,0.9647058844566345,220.63189697265625,29.838970184326172,2.786729717254638,5.445248279571543,13.128120422363281,6.408930778503418,28,20,8,220.63189697265625,0.5453193450715811,high_review,10
