source,seriesuid,png,grid,foreground_fraction,foreground_mean,foreground_std,image_p99,z_range,z_std,grad_p95,grad_p99,grad_max,edge_z_std,control_points,control_labels,anchor_labels,control_z_range,qc_badness,qc_bucket,qc_rank_worst
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630.png,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630.npy,0.35011087402200747,0.4216481149196625,0.2428523600101471,0.929411768913269,284.5341491699219,74.63511657714844,5.962412691116331,13.852422914505002,100.60887145996094,40.925655364990234,33,25,8,135.24810791015625,0.9807421701961093,high_review,1
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009.png,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009.npy,0.38433868289983397,0.37698161602020264,0.23566687107086182,0.9254902005195618,257.4156494140625,45.80836486816406,5.012636661529541,13.430771493911779,50.59560775756836,34.55741500854492,18,10,8,78.0,0.9087434827486685,high_review,2
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296.png,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296.npy,0.4568940227356069,0.3566347658634186,0.2349865436553955,1.0,276.0,47.301849365234375,5.20544803142547,12.182483987808233,28.663904190063477,29.16727638244629,23,15,8,102.0,0.8902906893730166,high_review,3
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.116703382344406837243058680403,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.116703382344406837243058680403/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.116703382344406837243058680403.png,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.116703382344406837243058680403/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.116703382344406837243058680403.npy,0.5943282058759204,0.34223824739456177,0.25310593843460083,1.0,290.0,55.91830062866211,3.3248806476593007,8.584789810180697,36.23810958862305,21.34427833557129,18,10,8,140.0,0.788308757273357,high_review,4
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266.png,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266.npy,0.34256151386209266,0.396752268075943,0.2447447031736374,1.0,258.86456298828125,76.23157501220703,4.219280815124506,7.741493000984282,111.28504943847656,46.2427864074707,33,25,8,139.00250244140625,0.7706980394228633,high_review,5
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520.png,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520.npy,0.5726635031978543,0.33620262145996094,0.23893806338310242,1.0,182.34658813476562,41.68107223510742,4.335900616645808,8.693279581069941,13.01744270324707,27.713956832885742,33,25,8,179.31857299804688,0.6262959383964537,high_review,6
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071.png,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071.npy,0.5052246306726593,0.38336002826690674,0.22722139954566956,0.929411768913269,187.57647705078125,43.49469757080078,3.641485571861267,8.24828500747673,21.922578811645508,29.674936294555664,33,25,8,182.18380737304688,0.6260203148523944,high_review,7
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.307946352302138765071461362398,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.307946352302138765071461362398/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.307946352302138765071461362398.png,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.307946352302138765071461362398/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.307946352302138765071461362398.npy,0.5941483936766956,0.3401241600513458,0.24240484833717346,1.0,203.17910766601562,31.454851150512695,3.0314664721488933,7.273644814491247,17.639331817626953,23.19674301147461,33,25,8,130.0,0.6083895083480404,high_review,8
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125.png,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125.npy,0.4261281681434164,0.4035652279853821,0.2534288763999939,1.0,222.48843383789062,44.62057113647461,3.1928033232688904,5.779908156394966,41.45468521118164,28.227163314819336,33,25,8,102.05441284179688,0.6069383306768208,high_review,9
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668.png,outputs/luna16_saliency_synthetic_detector_top5_minprob0.5/1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668.npy,0.664013082785646,0.3213752806186676,0.2328462302684784,0.8627451062202454,205.50270080566406,27.045358657836914,2.4221683382987957,6.487201991081257,67.10697174072266,30.607891082763672,23,15,8,70.2026596069336,0.6051380968146859,high_review,10
