seriesuid,foreground_fraction_gt,foreground_std_gt,z_range_gt,z_std_gt,grad_p99_gt,grad_max_gt,qc_badness_gt,control_labels_gt,anchor_labels_gt,control_z_range_gt,foreground_fraction_detector,foreground_std_detector,z_range_detector,z_std_detector,grad_p99_detector,grad_max_detector,qc_badness_detector,control_labels_detector,anchor_labels_detector,control_z_range_detector,foreground_fraction_delta_detector_minus_gt,foreground_std_delta_detector_minus_gt,z_range_delta_detector_minus_gt,z_std_delta_detector_minus_gt,grad_p99_delta_detector_minus_gt,grad_max_delta_detector_minus_gt,qc_badness_delta_detector_minus_gt,detector_better_qc
1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883,0.4046890389756578,0.2522973418235779,5.7576751708984375,1.4570071697235107,0.15778619423508633,0.22655946016311646,0.016603861695362456,5,8,0.0,0.6083087097228085,0.23565316200256348,306.0,55.08615493774414,12.086159515380855,123.36736297607422,0.9172784228854709,25,8,197.30160522460938,0.2036196707471507,-0.016644179821014404,300.24232482910156,53.62914776802063,11.928373321145768,123.1408035159111,0.9006745611901085,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,0.6012147276293949,0.22741162776947021,3.188873291015625,0.817111074924469,0.08000356294214724,0.10838395357131958,0.009002585577881998,5,8,0.0,0.38622302701071376,0.2369888573884964,275.0,68.46378326416016,12.138645458221434,62.95358657836914,0.8979445776409571,25,8,80.95809173583984,-0.21499170061868111,0.009577229619026184,271.8111267089844,67.64667218923569,12.058641895279287,62.84520262479782,0.8889419920630751,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.254138388912084634057282064266,0.5778526521853706,0.2671574652194977,4.8994140625,1.3001809120178223,0.1303907297551632,0.19002841413021088,0.013968125635551082,5,8,0.0,0.6512818582238452,0.2612803280353546,238.30479431152344,37.11997985839844,8.778781652450562,27.63821792602539,0.7282719349861144,25,8,216.35711669921875,0.07342920603847458,-0.005877137184143066,233.40538024902344,35.819798946380615,8.648390922695398,27.44818951189518,0.7143038093505634,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,0.32658508866982056,0.24097691476345062,22.081695556640625,5.310492992401123,0.2181826888024807,0.22591008245944977,0.0620774999351129,10,8,22.0,0.34256151386209266,0.2447447031736374,258.86456298828125,76.23157501220703,7.741493000984282,111.28504943847656,0.7706980394228633,25,8,139.00250244140625,0.015976425192272103,0.0037677884101867676,236.78286743164062,70.92108201980591,7.523310312181802,111.05913935601711,0.7086205394877504,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094,0.593430180644275,0.2305518239736557,8.41802978515625,1.8923046588897705,0.19132879823446283,0.30766361951828003,0.021629905139406522,10,8,5.0,0.5612336012088742,0.23569557070732117,275.0,40.824764251708984,6.750759792327882,46.76234817504883,0.6826958157221475,25,8,116.95144653320312,-0.032196579435400774,0.005143746733665466,266.58197021484375,38.932459592819214,6.559430994093419,46.45468455553055,0.661065910582741,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537,0.42114259508887003,0.2466457337141037,7.444366455078125,2.0632476806640625,0.16678065240383144,0.23210863769054413,0.020244537314441466,5,8,0.0,0.6341666782473353,0.2391606569290161,279.57177734375,54.78374099731445,4.95964606285095,45.75344467163086,0.6759070008701747,25,8,238.68429565429688,0.21302408315846527,-0.0074850767850875854,272.1274108886719,52.72049331665039,4.792865410447119,45.521336033940315,0.6556624635557333,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.341557859428950960906150406596,0.4859980348119034,0.23995287716388702,6.9055328369140625,1.558150053024292,0.1428911960124968,0.256069540977478,0.01831847749948501,5,8,1.0,0.4483260808534531,0.23553302884101868,250.2423095703125,61.727264404296875,6.47976516723632,16.954071044921875,0.6732448413425018,25,8,248.05670166015625,-0.0376719539584503,-0.004419848322868347,243.33677673339844,60.16911435127258,6.336873971223824,16.698001503944397,0.6549263638430168,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630,0.5554160913769298,0.2310699224472046,136.5296630859375,27.357290267944336,2.9043178772926312,3.3861632347106934,0.3355369998163647,25,8,135.0,0.35011087402200747,0.2428523600101471,284.5341491699219,74.63511657714844,13.852422914505002,100.60887145996094,0.9807421701961093,25,8,135.24810791015625,-0.20530521735492235,0.011782437562942505,148.00448608398438,47.2778263092041,10.948105037212372,97.22270822525024,0.6452051703797446,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.292049618819567427252971059233,0.5942170360008835,0.2262602001428604,4.48150634765625,1.2697937488555908,0.10627735570073128,0.1409825086593628,0.012470497695439392,5,8,0.0,0.40007730251049106,0.236249640583992,240.57644653320312,46.15382385253906,5.7014819526672404,13.506122589111328,0.6314788593504165,25,8,238.08631896972656,-0.19413973349039243,0.009989440441131592,236.09494018554688,44.88403010368347,5.595204596966509,13.365140080451965,0.6190083616549771,False
1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809,0.3822624167299098,0.25552621483802795,5.2384490966796875,1.4721524715423584,0.148827051371336,0.20182035863399506,0.015369862242705291,5,8,0.0,0.5132810523652922,0.250936359167099,197.95877075195312,41.19880676269531,8.042727756500279,12.706575393676758,0.6248675294452253,25,8,194.9865264892578,0.1310186356353824,-0.004589855670928955,192.72032165527344,39.726654291152954,7.893900705128942,12.504755035042763,0.60949766720252,False
