source,seriesuid,png,grid,foreground_fraction,foreground_mean,foreground_std,image_p99,z_range,z_std,grad_p95,grad_p99,grad_max,edge_z_std,control_points,control_labels,anchor_labels,control_z_range,qc_badness,qc_bucket,qc_rank_worst
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630.png,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630.npy,0.35011087402200747,0.4216481149196625,0.2428523600101471,0.929411768913269,284.5341491699219,74.63511657714844,5.962412691116331,13.852422914505002,100.60887145996094,40.925655364990234,33,25,8,135.24810791015625,0.9807421701961093,high_review,1
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883.png,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883.npy,0.6083087097228085,0.32154110074043274,0.23565316200256348,0.9058823585510254,306.0,55.08615493774414,6.26180374622345,12.086159515380855,123.36736297607422,20.112136840820312,33,25,8,197.30160522460938,0.9172784228854709,high_review,2
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879.png,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879.npy,0.38622302701071376,0.3769298493862152,0.2369888573884964,1.0,275.0,68.46378326416016,5.115634799003601,12.138645458221434,62.95358657836914,33.953346252441406,33,25,8,80.95809173583984,0.8979445776409571,high_review,3
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.253283426904813468115158375647,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.253283426904813468115158375647/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.253283426904813468115158375647.png,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.253283426904813468115158375647/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.253283426904813468115158375647.npy,0.42510712174940896,0.354552298784256,0.23676195740699768,0.8941176533699036,292.0,60.22109603881836,4.729884767532348,10.131157875061026,51.97147750854492,35.72631072998047,33,25,8,105.81138610839844,0.8699932045406762,high_review,4
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.316900421002460665752357657094,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.316900421002460665752357657094/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.316900421002460665752357657094.png,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.316900421002460665752357657094/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.316900421002460665752357657094.npy,0.5720491803278689,0.3220917880535126,0.24743275344371796,0.9019607901573181,307.2984619140625,63.055580139160156,3.0686313748359706,7.934045076370219,31.705429077148438,18.604372024536133,33,25,8,270.5335388183594,0.7915285044246244,high_review,5
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266.png,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266.npy,0.34256151386209266,0.396752268075943,0.2447447031736374,1.0,258.86456298828125,76.23157501220703,4.219280815124506,7.741493000984282,111.28504943847656,46.2427864074707,33,25,8,139.00250244140625,0.7706980394228633,high_review,6
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.232011770495640253949434620907,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.232011770495640253949434620907/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.232011770495640253949434620907.png,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.232011770495640253949434620907/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.232011770495640253949434620907.npy,0.4970618034447822,0.36026516556739807,0.23505240678787231,1.0,305.86859130859375,49.548038482666016,3.856545782089234,6.8577201843261815,29.414051055908203,22.65998649597168,33,25,8,191.33718872070312,0.765868116590712,high_review,7
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.254138388912084634057282064266,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.254138388912084634057282064266/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.254138388912084634057282064266.png,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.254138388912084634057282064266/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.254138388912084634057282064266.npy,0.6512818582238452,0.31103095412254333,0.2612803280353546,1.0,238.30479431152344,37.11997985839844,3.301362991333008,8.778781652450562,27.63821792602539,30.480222702026367,33,25,8,216.35711669921875,0.7282719349861144,high_review,8
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094.png,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094.npy,0.5612336012088742,0.33025550842285156,0.23569557070732117,1.0,275.0,40.824764251708984,3.434047222137451,6.750759792327882,46.76234817504883,9.827859878540039,33,25,8,116.95144653320312,0.6826958157221475,high_review,9
detector_top5,1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537.png,outputs/luna16_saliency_synthetic_detector_top5/1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537.npy,0.6341666782473353,0.2845132052898407,0.2391606569290161,0.9647058844566345,279.57177734375,54.78374099731445,3.1295082569122292,4.95964606285095,45.75344467163086,27.52409553527832,33,25,8,238.68429565429688,0.6759070008701747,high_review,10
